FullCategoryName,UPC,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
Home -> Kitchen & Dining,8.17387E+11,New,B2BMarketplace,0.011764706,0.011764706,0.012345679,0.25,1,$6 ,35%,30%,,,
Home -> Vacuums,8.17986E+11,New,B2BMarketplace,0.007518797,0.007936508,0.02173913,0.011494253,1,$25 ,50%,50%,0.015625,1,$25 
Home -> Appliances -> Accessories,8.18257E+11,New,B2BMarketplace,0.16953317,0.75,0.201754386,0.696969697,69,$345 ,10%,26%,1.078125,69,$345 
Electronics -> Cameras -> Accessories,8.18279E+11,New,B2BMarketplace,0.061403509,0.061403509,0.538461538,0.083333333,7,$154 ,45%,45%,0.088607595,7,$154 
Electronics -> Video Games -> Games -> Sony,8.19335E+11,New,B2BMarketplace,0.008695652,0.008695652,0.076923077,0.009803922,1,$5 ,14%,14%,0.011494253,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.095238095,0.095238095,0.117647059,0.5,2,$16 ,40%,32%,,,
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.081818182,0.081818182,0.84375,0.101123596,9,$72 ,20%,20%,0.152542373,9,$72 
Electronics -> Video Games -> Games -> Sony,8.19338E+11,New,B2BMarketplace,0.068965517,0.068965517,0.374269006,0.073394495,8,$28 ,22%,6%,0.075471698,8,$28 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.095238095,0.095238095,0.5,0.111111111,2,$6 ,16%,9%,0.090909091,1,$3 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.071428571,0.071428571,0.333333333,0.090909091,1,$7 ,18%,18%,0.111111111,1,$7 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.214285714,0.214285714,0.346153846,1.5,3,$18 ,20%,15%,,,
Electronics -> Video Games -> Games -> Microsoft,8.19338E+11,New,B2BMarketplace,0.032258065,0.032258065,0.333333333,0.035714286,1,$10 ,50%,33%,0.04,1,$10 
Electronics -> Video Games -> Games -> Sony,8.19338E+11,New,B2BMarketplace,0.333333333,0.333333333,0.5,1,2,$10 ,14%,13%,,,
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.142857143,0.142857143,0.2,0.5,1,$5 ,11%,25%,,,
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.040816327,0.040816327,0.285714286,0.051282051,2,$14 ,14%,35%,0.027027027,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.054054054,0.055555556,0.25,0.071428571,2,$10 ,14%,25%,0.090909091,2,$10 
Electronics -> Video Games -> Games -> Other,8.19338E+11,New,B2BMarketplace,0.024390244,0.024390244,0.166666667,0.028571429,1,$12 ,30%,30%,0.033333333,1,$12 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.066666667,0.066666667,0.581395349,0.074626866,5,$57 ,29%,29%,0.068965517,4,$44 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.043478261,0.043478261,0.2,0.055555556,1,$10 ,25%,25%,0.1,1,$10 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.137931034,0.137931034,1,0.142857143,4,$52 ,35%,33%,0.181818182,4,$52 
Electronics -> Video Games -> Games -> Sony,8.19338E+11,New,B2BMarketplace,0.045454545,0.045454545,0.333333333,0.057142857,2,$20 ,25%,29%,0.064516129,2,$20 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.069444444,0.119047619,0.203804348,0.141509434,15,$90 ,15%,30%,0.147058824,15,$90 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.238461538,0.492063492,2.187820148,0.539130435,62,$310 ,11%,23%,0.568807339,62,$310 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.710280374,0.795811518,4.209145564,1.32173913,152,$762 ,9%,18%,1.385321101,151,$755 
Electronics -> Video Games -> Games -> Sony,8.19338E+11,New,B2BMarketplace,0.171428571,0.333333333,0.505154639,0.415841584,42,$204 ,9%,23%,0.454545455,40,$198 
Electronics -> Video Games -> Games -> Nintendo,8.19338E+11,New,B2BMarketplace,0.071428571,0.071428571,0.083333333,0.5,1,$4 ,27%,27%,,,
Toys -> Action Figures,8.20651E+11,New,B2BMarketplace,0.01010101,0.031746032,0.014285714,0.034482759,4,$20 ,27%,27%,0.034782609,4,$20 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.128205128,0.277777778,0.334425334,0.324074074,35,$70 ,45%,14%,0.330188679,35,$70 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.007575758,0.023809524,0.008152174,0.107142857,3,$6 ,7%,15%,0.130434783,3,$6 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.006410256,0.007936508,0.021276596,0.009174312,1,$8 ,36%,32%,0.009259259,1,$8 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.035211268,0.03968254,0.192307692,0.043103448,5,$25 ,17%,17%,0.043478261,5,$25 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.016260163,0.016260163,0.142857143,0.018348624,2,$10 ,50%,50%,0.018518519,2,$10 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.390243902,0.390243902,3.555555556,0.440366972,48,$576 ,60%,60%,0.444444444,48,$576 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.033333333,0.033333333,0.5,0.035714286,1,$10 ,37%,35%,0.043478261,1,$10 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.085106383,0.095238095,0.48,0.103448276,12,$36 ,38%,60%,0.104347826,12,$36 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.03960396,0.03960396,0.056338028,0.142857143,4,$10 ,31%,42%,0.173913043,4,$10 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.040650407,0.040650407,0.357142857,0.04587156,5,$25 ,72%,84%,0.046296296,5,$25 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.027777778,0.031746032,0.114285714,0.036697248,4,$60 ,60%,77%,0.037037037,4,$60 
"Toys -> Boardgames, Puzzles & Building Blocks",8.20651E+11,New,B2BMarketplace,0.017857143,0.017857143,0.035714286,0.035714286,1,$19 ,32%,76%,0.043478261,1,$19 
Home Improvement -> Tools -> Hand Tools,8.20909E+11,New Damaged Box,B2BMarketplace,0.024896266,0.025,0.066666667,0.04,6,$120 ,29%,29%,0.041958042,6,$120 
"Sports, Fitness & Outdoors -> Camping & Hiking",8.20909E+11,New,B2BMarketplace,0.011494253,0.011627907,0.071428571,0.013888889,1,$4 ,40%,40%,0.014925373,1,$4 
Patio & Garden -> Outdoor Play,8.21808E+11,New,B2BMarketplace,0.090909091,0.090909091,0.285714286,0.133333333,6,$84 ,7%,6%,0.6,6,$84 
Patio & Garden -> Outdoor Play,8.21808E+11,New,B2BMarketplace,0.018348624,0.018348624,0.052631579,0.028169014,2,$12 ,19%,20%,0.034482759,2,$12 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.29161E+11,New,B2BMarketplace,0.086419753,0.086419753,0.345070423,0.098591549,7,$105 ,60%,43%,0.137254902,7,$105 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",8.29486E+11,New,B2BMarketplace,0.023255814,0.023255814,0.043478261,0.05,1,$49 ,49%,49%,0.071428571,1,$49 
Home -> Appliances -> Small Appliances -> Kettles & Ice Tea Makers,8.29486E+11,New,B2BMarketplace,0.010309278,0.010309278,0.038461538,0.014084507,1,$11 ,26%,37%,0.014925373,1,$11 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",8.29486E+11,New,B2BMarketplace,0.022727273,0.022727273,0.041666667,0.05,1,$48 ,48%,48%,0.071428571,1,$48 
Home -> Home Security & Safety,8.2961E+11,New,B2BMarketplace,0.648648649,0.666666667,2.666666667,0.489795918,24,$312 ,48%,48%,0.96,24,$312 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",8.40071E+11,New,B2BMarketplace,0.011235955,0.015873016,0.041666667,0.018348624,2,$32 ,53%,64%,0.018518519,2,$32 
Toys -> Action Figures,8.40071E+11,New,B2BMarketplace,0.076923077,0.079365079,0.454545455,0.092592593,10,$40 ,33%,33%,0.092592593,10,$40 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.022727273,0.022727273,0.125,0.027777778,1,$3 ,8%,8%,0.027777778,1,$3 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.017241379,0.017241379,0.19047619,0.019047619,2,$8 ,10%,5%,0.023529412,2,$8 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.121212121,0.12195122,1.351351351,0.127388535,20,$120 ,15%,13%,0.129032258,20,$120 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.053191489,0.053191489,0.675675676,0.053763441,5,$24 ,8%,6%,0.054945055,5,$24 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.878787879,0.878787879,6.133711507,1.035714286,87,$94 ,4%,4%,1.074074074,87,$94 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,1.454545455,1.454545455,2.985422741,2.133333333,32,$174 ,18%,13%,3.2,32,$174 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,2.38,2.38,11.21219319,3.131578947,119,$595 ,7%,7%,17,119,$595 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,1.844444444,1.844444444,10.63117284,2.184210526,83,$482 ,11%,11%,2.766666667,83,$482 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.022900763,0.023809524,0.063829787,0.035714286,3,$6 ,4%,4%,0.0375,3,$6 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.026128266,0.042145594,0.09222561,0.130952381,11,$55 ,10%,10%,0.1375,11,$55 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.021276596,0.021505376,0.25,0.023809524,2,$10 ,10%,10%,0.025,2,$10 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New Damaged Box,B2BMarketplace,0.01010101,0.01010101,0.052631579,0.0125,1,$5 ,9%,9%,0.013888889,1,$5 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.03,0.03,0.169811321,0.030612245,3,$15 ,10%,10%,0.034090909,3,$15 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,2.244897959,2.244897959,13.08108108,3.055555556,110,$550 ,16%,16%,27.5,110,$550 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,10.34,10.34,63.39871917,13.60526316,517,"$2,194 ",8%,8%,73.85714286,517,"$2,194 "
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.177777778,0.177777778,1.142857143,0.210526316,8,$40 ,3%,3%,1.142857143,8,$40 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40104E+11,New,B2BMarketplace,0.021052632,0.031746032,0.085106383,0.032786885,4,$16 ,7%,7%,0.033057851,4,$16 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40169E+11,New,B2BMarketplace,0.252525253,0.252525253,0.363372093,12.5,25,$25 ,7%,4%,23,23,$23 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40172E+11,New,B2BMarketplace,0.444444444,0.444444444,1.428571429,0.64516129,20,$40 ,17%,17%,0.909090909,20,$40 
Electronics -> Video Games -> Games -> Nintendo,8.40192E+11,New,B2BMarketplace,0.074074074,0.074074074,0.4,0.090909091,2,$27 ,30%,45%,0.0625,1,$15 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.052631579,0.053191489,5,0.053763441,5,$30 ,10%,13%,0.054945055,5,$30 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.094202899,0.031372549,1.305019305,0.204724409,26,$136 ,10%,8%,0.211382114,26,$136 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.18115942,0.164705882,1.088850174,0.337837838,50,$363 ,18%,11%,0.357142857,50,$363 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.140495868,0.140495868,1.864516129,0.149122807,17,$85 ,8%,8%,0.149122807,17,$85 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.355555556,0.355555556,2.285714286,0.421052632,16,$80 ,14%,14%,2.285714286,16,$80 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.156862745,0.19047619,1.125,0.228571429,24,$125 ,9%,9%,0.263736264,24,$125 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.19379845,0.19047619,1.860119048,0.196850394,25,$144 ,11%,11%,0.203252033,25,$144 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.008264463,0.008264463,0.142857143,0.00877193,1,$5 ,9%,9%,0.008695652,1,$5 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.014084507,0.014084507,0.142857143,0.015625,1,$5 ,9%,9%,0.017241379,1,$5 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.12,0.121212121,0.631578947,0.15,12,$67 ,10%,10%,0.15,12,$67 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.06,0.060606061,0.315789474,0.06122449,6,$36 ,11%,11%,0.068181818,6,$36 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.092909535,0.28358209,1.360980207,0.333333333,38,$228 ,11%,9%,0.333333333,38,$228 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40262E+11,New,B2BMarketplace,0.05,0.050505051,0.347222222,0.051020408,5,$28 ,9%,9%,0.054347826,5,$28 
Electronics -> Computers -> Accessories -> Keyboards & Mice,8.40273E+11,New,B2BMarketplace,0.076923077,0.076923077,0.111111111,0.25,1,$75 ,54%,47%,,,
Electronics -> Computers -> Accessories -> Keyboards & Mice,8.40273E+11,New,B2BMarketplace,0.111111111,0.111111111,0.2,0.25,1,$70 ,47%,47%,,,
"Sports, Fitness & Outdoors -> Scooters, Skateboards & Skates -> Not Powered",8.4029E+11,New,B2BMarketplace,0.091743119,0.092592593,1.111111111,0.101010101,10,$80 ,23%,20%,0.196078431,10,$80 
Electronics -> Tablets & eReaders -> Accessories -> Apple iPad,8.40305E+11,New,B2BMarketplace,0.029411765,0.03968254,0.105932203,0.051020408,5,$50 ,17%,17%,0.054945055,5,$50 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.046153846,0.046153846,3,0.046875,3,$18 ,12%,12%,0.046875,3,$18 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.075757576,0.075757576,0.357142857,0.079365079,5,$10 ,4%,4%,0.06779661,4,$8 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.056338028,0.056338028,0.432432432,0.063492063,4,$8 ,4%,4%,0.06779661,4,$8 
Electronics -> Cellular Phones -> Accessories -> Other,8.40305E+11,New,B2BMarketplace,5.44,5.44,25.08782638,7.157894737,272,"$1,360 ",17%,17%,38.85714286,272,"$1,360 "
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,3.64,3.64,15.97877472,4.789473684,182,$765 ,11%,11%,26,182,$765 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.012658228,0.012658228,0.066666667,0.015625,1,$5 ,8%,8%,0.017241379,1,$5 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.153846154,0.156862745,1.684210526,0.166666667,8,$120 ,32%,30%,0.181818182,8,$120 
Electronics -> Tablets & eReaders -> Accessories -> Apple iPad,8.40305E+11,New,B2BMarketplace,0.109375,0.111111111,0.127272727,0.875,7,$175 ,42%,28%,3.5,7,$175 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.134615385,0.137254902,0.907407407,0.159090909,7,$70 ,20%,20%,0.162790698,7,$70 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.19,0.19,1.556034483,0.301587302,19,$38 ,4%,4%,0.3,18,$36 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,1.529411765,1.529411765,23.13307985,1.772727273,78,"$1,048 ",21%,21%,1.813953488,78,"$1,048 "
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.151515152,0.151515152,0.757575758,0.208333333,10,$150 ,30%,30%,0.227272727,10,$150 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.288461538,0.294117647,2.5,0.3125,15,$225 ,30%,30%,0.340909091,15,$225 
Electronics -> Cellular Phones -> Accessories -> Cases,8.40305E+11,New,B2BMarketplace,0.153846154,0.156862745,1.641025641,0.166666667,8,$120 ,30%,30%,0.181818182,8,$120 
"Home -> Bedding -> Sheets, Pillowcases & Bed Skirts",8.40708E+11,New,B2BMarketplace,0.014084507,0.014285714,0.055555556,0.018867925,1,$10 ,28%,28%,0.020408163,1,$10 
Patio & Garden -> Grills & Outdoor Cooking,8.41765E+11,New,B2BMarketplace,0.006134969,0.007936508,0.00862069,0.021276596,1,$39 ,13%,12%,0.027777778,1,$39 
Patio & Garden -> Grills & Outdoor Cooking,8.41765E+11,New,B2BMarketplace,0.015384615,0.015625,1,0.015873016,1,$2 ,9%,8%,0.01754386,1,$2 
Patio & Garden -> Grills & Outdoor Cooking,8.41765E+11,New Damaged Box,B2BMarketplace,0.444444444,0.450704225,4,0.507936508,32,$64 ,9%,8%,0.561403509,32,$64 
Health & Beauty -> Makeup,8.41856E+11,New,B2BMarketplace,0.014218009,0.015625,0.044117647,0.020979021,3,$87 ,41%,41%,0.022058824,3,$87 
Electronics -> Computers -> Accessories -> Other,8.41856E+11,New,B2BMarketplace,0.007407407,0.007936508,0.02,0.011764706,1,$18 ,36%,36%,0.027777778,1,$18 
Toys -> Dolls,8.42113E+12,New,B2BMarketplace,0.766666667,0.766666667,10.79591837,0.821428571,23,$161 ,28%,140%,1.045454545,23,$161 
"Home -> Bedding -> Covers, Mattress Pads & Toppers",8.42165E+11,New Damaged Box,B2BMarketplace,0.015748031,0.017857143,0.03125,0.034482759,2,$30 ,20%,20%,0.034482759,2,$30 
Home Improvement -> Pressure Washers,8.4247E+11,New,B2BMarketplace,0.086956522,0.086956522,0.555555556,0.103092784,10,$550 ,39%,28%,0.113636364,10,$550 
"Sports, Fitness & Outdoors -> Camping & Hiking",8.42638E+11,New,B2BMarketplace,0.005050505,0.007936508,0.008849558,0.011764706,1,$23 ,66%,58%,0.027777778,1,$23 
Electronics -> Cellular Phones -> Accessories -> Other,8.42978E+11,New,B2BMarketplace,0.025252525,0.03968254,0.037313433,0.078125,5,$10 ,12%,12%,0.084745763,5,$10 
Toys -> Learning & Education -> Not Powered,8.43479E+11,New,B2BMarketplace,0.005263158,0.007936508,0.010989011,0.01010101,1,$5 ,25%,25%,0.019607843,1,$5 
"Toys -> Vehicles, Trains & RC",8.43479E+11,New,B2BMarketplace,0.029411765,0.029411765,0.090909091,0.043478261,1,$20 ,31%,67%,0.0625,1,$20 
Movies & TV Media -> DVD Discs,8.43501E+11,New,B2BMarketplace,0.009345794,0.009345794,0.045454545,0.011764706,1,$6 ,60%,60%,0.0125,1,$6 
"Home -> Bedding -> Blankets, Throws & Quilts",8.44092E+11,New,B2BMarketplace,1.385714286,1.385714286,6.466666667,1.763636364,97,"$2,134 ",17%,17%,1.901960784,97,"$2,134 "
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",8.44093E+11,New,B2BMarketplace,0.249134948,0.25087108,0.459492998,0.452830189,72,$740 ,28%,28%,0.464516129,72,$740 
Toys -> Ride On Toys -> Vehicles,8.45423E+11,New,B2BMarketplace,0.095238095,0.099009901,0.480769231,0.136986301,10,$850 ,28%,34%,0.138888889,10,$850 
Toys -> Ride On Toys -> Vehicles,8.45423E+11,New Damaged Box,B2BMarketplace,0.04040404,0.040816327,0.222222222,0.054794521,4,$280 ,23%,28%,0.055555556,4,$280 
Music -> Music CDs/Vinyl/Tapes,8.4607E+11,New,B2BMarketplace,0.017241379,0.01754386,0.25,0.018867925,1,$10 ,29%,30%,0.020408163,1,$10 
Electronics -> Cellular Phones -> Accessories -> Other,8.47181E+11,New,B2BMarketplace,0.092307692,0.092307692,0.168224299,0.222222222,6,$18 ,30%,30%,0.24,6,$18 
Electronics -> Computers -> Accessories -> Other,8.47626E+11,New,B2BMarketplace,0.131578947,0.131578947,0.5,0.178571429,15,$90 ,20%,21%,0.202702703,15,$90 
Electronics -> Cellular Phones -> Accessories -> Other,8.47626E+11,New,B2BMarketplace,0.016304348,0.023809524,0.03,0.035714286,3,$45 ,43%,37%,0.037974684,3,$45 
Electronics -> Computers -> Accessories -> Docks,8.47626E+11,New,B2BMarketplace,0.017241379,0.031746032,0.042895442,0.037037037,4,$120 ,33%,33%,0.038834951,4,$120 
Home -> Appliances -> Small Appliances -> Toasters & Ovens,8.48052E+11,New,B2BMarketplace,0.066666667,0.066666667,0.25,0.1,2,$54 ,54%,54%,0.125,2,$54 
Home -> Kitchen & Dining,8.48974E+11,New,B2BMarketplace,0.06122449,0.06122449,0.103448276,0.15,3,$15 ,48%,48%,0.1875,3,$15 
Office -> Office Supplies,8.49023E+11,New,B2BMarketplace,0.044052863,0.044247788,0.060938452,0.166666667,10,$700 ,37%,37%,0.192307692,10,$700 
Health & Beauty -> Oral Care,8.5E+11,New,B2BMarketplace,0.015151515,0.015873016,0.057142857,0.020618557,2,$42 ,30%,35%,0.023255814,2,$42 
Home -> Home Security & Safety,8.50004E+11,New,B2BMarketplace,0.049079755,0.049079755,1.6,0.076190476,8,"$1,109 ",69%,60%,0.094117647,8,"$1,109 "
Health & Beauty -> Medical Devices & Daily Living Aids,8.50007E+11,New,B2BMarketplace,0.068627451,0.068627451,0.155555556,0.122807018,7,$385 ,14%,14%,0.132075472,7,$385 
Health & Beauty -> Medical Devices & Daily Living Aids,8.50007E+11,New,B2BMarketplace,0.132275132,0.198412698,0.334403424,0.438596491,25,"$1,500 ",8%,9%,0.471698113,25,"$1,500 "
Health & Beauty -> Medical Devices & Daily Living Aids,8.50007E+11,New,B2BMarketplace,0.094117647,0.126984127,0.251720747,0.280701754,16,$960 ,12%,9%,0.301886792,16,$960 
Health & Beauty -> Home Health Care,8.50007E+11,New,B2BMarketplace,0.100529101,0.150793651,0.234263465,0.333333333,19,"$1,140 ",8%,8%,0.358490566,19,"$1,140 "
Health & Beauty -> Medical Devices & Daily Living Aids,8.50007E+11,New,B2BMarketplace,0.126984127,0.182539683,0.320534224,0.421052632,24,"$1,440 ",9%,9%,0.452830189,24,"$1,440 "
Music -> Music CDs/Vinyl/Tapes,8.50007E+11,New,B2BMarketplace,0.030769231,0.030769231,2,0.03125,2,$20 ,44%,44%,0.03125,2,$20 
Home Improvement -> Hardware,8.50009E+11,New,B2BMarketplace,23.33333333,23.33333333,105,30,210,"$12,600 ",27%,240%,70,210,"$12,600 "
Home Improvement -> Hardware,8.50009E+11,New,B2BMarketplace,0.112745098,0.115,0.250829777,0.212962963,23,"$3,680 ",49%,49%,0.225490196,23,"$3,680 "
Electronics -> Video Games -> Games -> Nintendo,8.50011E+11,New,B2BMarketplace,0.113207547,0.113207547,2.25,0.117647059,6,$69 ,29%,29%,0.12,6,$69 
Electronics -> Video Games -> Games -> Sony,8.50012E+11,New,B2BMarketplace,0.027027027,0.027777778,0.066666667,0.047619048,1,$1 ,5%,3%,0.1,1,$1 
Electronics -> Video Games -> Games -> Sony,8.50012E+11,New,B2BMarketplace,0.066666667,0.066666667,0.705882353,0.081081081,6,$37 ,15%,21%,0.069444444,5,$29 
Electronics -> Video Games -> Games -> Sony,8.50012E+11,New,B2BMarketplace,0.127272727,0.127272727,1.166666667,0.132075472,7,$54 ,19%,26%,0.105263158,4,$27 
Electronics -> Video Games -> Games -> Microsoft,8.50012E+11,New,B2BMarketplace,0.068965517,0.068965517,2,0.071428571,2,$10 ,13%,17%,0.090909091,2,$10 
Electronics -> Video Games -> Games -> Sony,8.50017E+11,New,B2BMarketplace,0.5,0.5,1.333333333,1,2,$4 ,13%,7%,,,
Electronics -> Video Games -> Games -> Nintendo,8.50017E+11,New,B2BMarketplace,0.071428571,0.071428571,0.333333333,0.090909091,1,$4 ,10%,10%,0.111111111,1,$4 
Electronics -> Cellular Phones -> Accessories -> Other,8.50019E+11,New,B2BMarketplace,0.837837838,0.837837838,10.99856938,0.932330827,124,"$4,932 ",44%,44%,0.925373134,124,"$4,932 "
Health & Beauty -> Bath & Body,8.50019E+11,New,B2BMarketplace,0.029239766,0.03968254,0.043859649,0.087719298,5,$65 ,17%,17%,0.098039216,5,$65 
Electronics -> Video Games -> Games -> Nintendo,8.50022E+11,New,B2BMarketplace,0.013333333,0.013333333,0.125,0.014925373,1,$5 ,17%,15%,0.017241379,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.50022E+11,New,B2BMarketplace,0.166666667,0.166666667,0.2,1,2,$24 ,40%,35%,,,
Furniture -> Patio,8.50025E+11,New Damaged Box,B2BMarketplace,0.005208333,0.008928571,0.007462687,0.017241379,1,$8 ,3%,3%,0.019230769,1,$8 
Electronics -> Video Games -> Games -> Sony,8.50034E+11,New,B2BMarketplace,0.125,0.135135135,1.315789474,0.142857143,5,$94 ,27%,43%,0.033333333,1,$15 
Jewelry -> Watches (NOT Wearable Tech),8.50038E+11,New,B2BMarketplace,0.083333333,0.083333333,1.285714286,0.06122449,3,$135 ,50%,38%,0.09375,3,$135 
Electronics -> Cellular Phones -> Accessories -> Other,8.50042E+11,New,B2BMarketplace,0.1,0.1,0.473684211,0.166666667,3,$135 ,45%,45%,0.214285714,3,$135 
Electronics -> Cellular Phones -> Accessories -> Other,8.50042E+11,New,B2BMarketplace,0.121212121,0.121212121,0.432432432,0.363636364,4,$180 ,36%,36%,0.333333333,3,$135 
"Sports, Fitness & Outdoors -> Golf",8.50045E+11,New,B2BMarketplace,0.853333333,0.853333333,2.528004938,1.662337662,128,"$11,392 ",40%,40%,1.777777778,128,"$11,392 "
