FullCategoryName,UPC,BundleTitle,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
Toys -> Learning & Education -> Not Powered,6.73419E+11,LEGO 10786 Gabby's Dollhouse Gabby & MerCat's & Spa Building Toy,BRAND NEW,B2BMarketplace,0.008,0.00862069,0.066666667,0.009615385,1,$5 ,25%,25%,0.009708738,1,$5 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6425761 Technic Bugatti Bolide 42151 Toy Building Kit (905 Pieces),BRAND NEW,B2BMarketplace,0.118421053,0.118421053,1.840909091,0.123287671,9,$138 ,35%,38%,0.117647059,8,$118 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 6427551 Gabbys Dollhouse 10788 Building Toy Set, an 8-Room Playhouse with Authentic Details and Popular Characters from The Show, Including Gabby, Pandy Paws, Cakey and Mercat, Gift for Kids Ages 4+",BRAND NEW,B2BMarketplace,0.039473684,0.042857143,0.333333333,0.051724138,3,$99 ,41%,41%,0.037735849,2,$64 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 43210 Disney Princess Moana's Wayfinding Boat Toy Building Kit, 321 Pieces",BRAND NEW,B2BMarketplace,0.153846154,0.153846154,1,0.176470588,6,$60 ,29%,36%,0.1875,6,$60 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"Lego 43215 Disney The Enchanted Treehouse Disney Celebration Set, Multicolor",BRAND NEW,B2BMarketplace,0.058823529,0.058823529,0.666666667,0.064516129,2,$140 ,46%,44%,0.076923077,2,$140 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 43217 Disney and Pixar Up House for Disney Movie Fans,BRAND NEW,B2BMarketplace,0.042857143,0.040650407,1.285714286,0.048780488,6,$179 ,50%,62%,0.05,6,$179 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO Disney Frozen Anna and Elsa's Building Toy Set,BRAND NEW,B2BMarketplace,0.0625,0.0625,0.111111111,0.142857143,1,$9 ,50%,53%,,,
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6425779 Technic NASA Mars Rover Perseverance 42158,BRAND NEW,B2BMarketplace,0.074074074,0.074074074,0.484848485,0.1,4,$196 ,49%,49%,0.117647059,4,$196 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 42161 Technic Lamborghini Huracan Tecnica,BRAND NEW,B2BMarketplace,6.375,6.538461538,98.52272727,6.710526316,255,"$6,390 ",50%,63%,7.117647059,242,"$6,062 "
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 76915 Speed Champions Pagani Utopia,BRAND NEW,B2BMarketplace,0.008,0.008,0.047619048,0.009615385,1,$7 ,28%,35%,0.009708738,1,$7 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6426027 Speed Champions 2 Fast 2 Furious Nissan Skyline GT-R (R34) 76917 Toy Building Kit (319 Pieces),BRAND NEW,B2BMarketplace,0.018867925,0.018867925,1,0.019230769,1,$4 ,13%,20%,0.021276596,1,$4 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6426029 Speed Champions McLaren Solus GT & McLaren F1 LM 76918 Toy Building Kit (581 Pieces),BRAND NEW,B2BMarketplace,0.029411765,0.02970297,0.096774194,0.12,3,$45 ,45%,52%,0.142857143,3,$45 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6425769 Technic 2022 Ford GT 42154 Car Model Kit,BRAND NEW,B2BMarketplace,0.022727273,0.022727273,0.166666667,0.026315789,1,$65 ,54%,54%,0.03030303,1,$65 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6425763 Technic Firefighter Aircraft 42152,BRAND NEW,B2BMarketplace,0.375,0.384615385,9.375,0.394736842,15,$825 ,55%,55%,0.441176471,15,$825 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 6431245 Star Wars: The Clone Wars Coruscant Guard Gunship 75354 Buildable Star Wars Toy for 9 Year Olds, Gift Idea for Star Wars Fans Including Chancellor Palpatine, Padme and 3 Clone Trooper Minifigures",BRAND NEW,B2BMarketplace,0.026315789,0.026315789,0.25,0.029411765,1,$45 ,32%,32%,0.035714286,1,$45 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"Lego 60395 Race City Combo Pack Building Toy Set, Multicolor (362 Pcs)",BRAND NEW,B2BMarketplace,0.847826087,0.847826087,6.527896996,0.975,39,$351 ,31%,30%,1.026315789,39,$351 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 11032 1500 Pieces Classic Creative Color Fun Building Set,BRAND NEW,B2BMarketplace,0.125,0.125,0.571428571,0.142857143,2,$32 ,55%,53%,0.083333333,1,$16 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,Lego 31143 Creator 3in1 Birdhouse Building Toy Set (476 Pieces),BRAND NEW,B2BMarketplace,0.153846154,0.153846154,0.363636364,0.285714286,2,$20 ,33%,42%,,,
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 21340 Ideas Tales of the Space Age Building Set, 4 Connectible 3D Postcard Models",BRAND NEW,B2BMarketplace,0.428571429,0.428571429,1,0.46875,15,$309 ,41%,41%,0.483870968,15,$309 
Toys -> Learning & Education -> Not Powered,6.73419E+11,LEGO 43230 Disney Walt Disney Tribute Camera,BRAND NEW,B2BMarketplace,0.06097561,0.06097561,0.186567164,0.080645161,5,$250 ,50%,50%,0.083333333,5,$250 
Toys -> Action Figures,6.73419E+11,LEGO 75370 Star Wars Stormtrooper Mech Action Figure for Kids,BRAND NEW,B2BMarketplace,3.426229508,3.426229508,20.76093156,5.097560976,209,$845 ,28%,36%,3.65,146,$593 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6441242 Minifigures Series 24 6-Pack 66733 Building Toy Set for Kids (51 Pieces),BRAND NEW,B2BMarketplace,0.00990099,0.00990099,0.055555556,0.012048193,1,$13 ,43%,59%,0.012048193,1,$13 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 43232 Disney Peter Pan & Wendys Flight over London Toy,BRAND NEW,B2BMarketplace,0.052631579,0.052631579,0.842105263,0.054054054,4,$116 ,49%,48%,0.057142857,4,$116 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 76224 DC Batmobile: Batman vs. The Joker Chase Super Hero Toy, 438 Pieces, Ages 8+",BRAND NEW,B2BMarketplace,0.017241379,0.017241379,0.166666667,0.019230769,1,$11 ,25%,23%,0.02173913,1,$11 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6452127 Ideas The Insect Collection Building Set,BRAND NEW,B2BMarketplace,0.078947368,0.078947368,0.116883117,0.75,3,$120 ,50%,50%,0.666666667,2,$80 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 6465028 City Burger Truck Toy Building Set, Pretend Play Toy 60404",BRAND NEW,B2BMarketplace,0.294117647,0.294117647,0.490196078,0.714285714,5,$25 ,25%,25%,0.75,3,$15 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6470462 Icons Bouquet of Roses Build and Display Set 10328,BRAND NEW,B2BMarketplace,0.181818182,0.181818182,1,0.222222222,2,$60 ,50%,50%,0.4,2,$60 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6470641 Technic John Deere 9700 Forage Harvester Farm Toy 42168,BRAND NEW,B2BMarketplace,0.272727273,0.333333333,0.473684211,0.75,3,$45 ,38%,38%,1,3,$45 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6470387 NINJAGO Coles Elemental Earth Mech Ninja Toy 71806,BRAND NEW,B2BMarketplace,0.09375,0.107142857,0.428571429,0.12,3,$15 ,25%,25%,0.142857143,3,$15 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6470675 Friends Autumns Baby Cow Shed Farm Animal Toy 42607,BRAND NEW,B2BMarketplace,0.25,0.285714286,0.385542169,1.142857143,8,$40 ,45%,46%,,,
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,lego 6470679 Friends Karaoke Music Party Pretend Play Set 42610,BRAND NEW,B2BMarketplace,0.09375,0.107142857,0.12,0.428571429,3,$26 ,43%,43%,,,
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 66775 Star Wars Hoth Combo Pack Toy Value Pack, Christmas Gift for Kids, 2 in 1 Star Wars Toy with Snowtrooper Battle Pack and AT-ST, Includes Chewbacca Figure and 6 other Star Wars Characters",BRAND NEW,B2BMarketplace,0.098360656,0.098360656,2.716981132,0.10619469,12,$384 ,46%,71%,0.10619469,12,$384 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO Jurassic World Dino Combo Pack 66774 Toy Value Pack, 2 in 1 Triceratops and Velociraptor Gift Set, Christmas Gift for Kids Ages 7 and Up",BRAND NEW,B2BMarketplace,0.230769231,0.230769231,0.45,0.333333333,3,$67 ,50%,50%,0.5,3,$67 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 66772 City Big Wheel Gift Set, 2in1 Tractor and Construction Digger Building Toy Sets Plus Farm Garden & Scarecrow Bonus Pack",BRAND NEW,B2BMarketplace,0.018867925,0.018867925,1,0.019230769,1,$6 ,13%,30%,0.021276596,1,$6 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,Lego Marvel Venom Mech Armor Building Set (134 Pieces) - NO COLOR ONE SIZE,BRAND NEW,B2BMarketplace,0.066666667,0.066666667,0.125,0.142857143,1,$7 ,44%,47%,,,
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 6471513 Marvel X-Men X-Jet Building Toy 76281,BRAND NEW,B2BMarketplace,0.444444444,0.444444444,2,0.571428571,4,$184 ,54%,54%,,,
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,LEGO 71430 Super Mario Penguin Family Snow Adventure Expansion Set,BRAND NEW,B2BMarketplace,0.705882353,0.705882353,1.92,1.090909091,12,$108 ,45%,45%,1.833333333,11,$99 
"Toys -> Boardgames, Puzzles & Building Blocks",6.73419E+11,"LEGO 6476651 Daffodils Celebration Gift, Yellow and White Daffodil Room Decor 40747",BRAND NEW,B2BMarketplace,0.375,0.45,1.173913043,1.285714286,9,$79 ,59%,59%,2.333333333,7,$63 
"Home -> Bedding -> Blankets, Throws & Quilts",6.75717E+11,"Home Essence OLLX-MP13-3400 Harmony 6PC Woven Jacquard Quilted Coverlet Bedding Set, King/California King",BRAND NEW,B2BMarketplace,0.018518519,,0.040257649,0.035971223,5,$195 ,28%,28%,0.035971223,5,$195 
Home -> Lighting & Light Fixtures,6.81066E+11,"Vivitar VIV18RLWM 18-in White LED Ring Light Set with Adjustable 63-in Stand, Wireless Remote, Adjustable Locking Phone Cradle, Soft Carry Case",BRAND NEW,B2BMarketplace,0.004651163,0.007751938,0.007575758,0.012048193,1,$14 ,28%,28%,0.012048193,1,$14 
Electronics -> Cellular Phones -> Accessories -> Other,6.81131E+11,"Onn. WIBGOR100093822 Lightning to USB Glitter Cable, Gray & Orange 6'",BRAND NEW,B2BMarketplace,0.02866242,0.07826087,0.031690141,0.3,9,$27 ,25%,25%,0.333333333,9,$27 
Electronics -> Cellular Phones -> Accessories -> Other,6.81131E+11,onn. AirTag Rugged Holder with Carabiner-style Ring - Pearl Blush,BRAND NEW,B2BMarketplace,0.039215686,0.039215686,0.042105263,0.571428571,4,$4 ,7%,10%,,,
Electronics -> Cellular Phones -> Accessories -> Other,6.81131E+11,"onn. WICPUR100079881 AirTag Rugged Holder with Carabiner-style Ring, Lavender Sky",BRAND NEW,B2BMarketplace,0.039215686,0.039215686,0.042105263,0.571428571,4,$4 ,9%,10%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBBFG100094086 Blue Floral With Glitter Phone Case for iPhone 14 Pro,BRAND NEW,B2BMarketplace,0.039215686,0.039215686,0.042105263,0.571428571,4,$4 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBBFG100094087 Blue Floral with Glitter Phone Case for iPhone Pro Max,BRAND NEW,B2BMarketplace,0.029411765,0.029411765,0.031578947,0.428571429,3,$3 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBPMB100094092 Purple Marble Phone Case for iPhone 14 / iPhone 13,BRAND NEW,B2BMarketplace,0.055555556,0.055555556,0.090909091,0.142857143,1,$1 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBPMB100094094 Purple Marble Phone Case for iPhone 14 Pro,BRAND NEW,B2BMarketplace,0.048543689,0.048543689,0.052301255,0.714285714,5,$5 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBPMB100094095 Purple Marble Phone Case for iPhone 14 Pro Max,BRAND NEW,B2BMarketplace,0.038834951,0.057971014,0.056737589,0.571428571,4,$4 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBBWF100095591 Black & White Ditsy Floral Phone Case for iPhone 14 Pro,BRAND NEW,B2BMarketplace,0.049019608,0.049019608,0.066489362,0.714285714,5,$5 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,Onn. WIBBWF100095593 iPhone 14 Pro Max Ditsy Floral Phone Case - Black & White,BRAND NEW,B2BMarketplace,0.116504854,0.116504854,0.153681964,1.714285714,12,$12 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBBMD100094106 Blush Mandala Phone Case for iPhone 14 Plus,BRAND NEW,B2BMarketplace,0.049019608,0.049019608,0.067934783,0.714285714,5,$5 ,11%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBFLB100094116 Blue Floral Phone Case for iPhone 14 / iPhone 13,BRAND NEW,B2BMarketplace,0.018181818,0.055555556,0.020833333,0.142857143,1,$1 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,Onn. WIBFLB100094117 Blue Floral Phone Case for iPhone 14 Plus,BRAND NEW,B2BMarketplace,0.098039216,0.098039216,0.235294118,1.428571429,10,$10 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBWLD100094119 Wildflower Bouquet Phone Case for iPhone 14 Plus,BRAND NEW,B2BMarketplace,0.049019608,0.049019608,0.142857143,0.714285714,5,$5 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIBTER100094121 Phone Case for iPhone 14 Plus - White Terrazzo,BRAND NEW,B2BMarketplace,0.049019608,0.049019608,0.1,0.714285714,5,$5 ,11%,14%,,,
Health & Beauty -> Home Health Care,6.81131E+11,"Assurance 10008782 Women's Incontinence & Postpartum Underwear, 2XL, Maximum Absorbency (54 Count)",BRAND NEW,B2BMarketplace,0.024096386,0.024096386,0.125,0.029850746,2,$20 ,43%,43%,0.029850746,2,$20 
Baby -> Diapers & Wipes,6.81131E+11,Parent's Choice Dry & Gentle Diapers Size 7 Club 72 Count - Wiggle-proof leak barriers,BRAND NEW,B2BMarketplace,0.064516129,0.064516129,0.307692308,0.081632653,4,$16 ,24%,23%,0.086956522,4,$16 
Automotive -> Automotive Accessories,6.81131E+11,Black Jack T91213W 12 Ton Welded Bottle Jack Black,BRAND NEW,B2BMarketplace,0.015503876,0.020833333,0.058823529,0.032258065,2,$14 ,20%,18%,0.033333333,2,$14 
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,"onn. 9793301 Dual-Layer Phone Case for Samsung Galaxy A11, Black",BRAND NEW,B2BMarketplace,0.030769231,0.031007752,0.036697248,0.285714286,4,$8 ,20%,20%,0.307692308,4,$8 
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,"ONN WIBCLR100022519 Clear Slim Rugged Phone Case for iPhone 6, iPhone 6s, iPhone 7, iPhone 8, iPhone SE 2020",BRAND NEW,B2BMarketplace,0.145833333,0.145833333,0.398373984,0.233333333,7,$14 ,16%,14%,0.25,7,$14 
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,"Onn. WIAGRY100030411 Samsung Galaxy S10 Protective Grip Phone Case, Gray",BRAND NEW,B2BMarketplace,0.074074074,0.074074074,0.153846154,0.142857143,2,$4 ,25%,29%,0.153846154,2,$4 
Office -> Office Supplies,6.81131E+11,"Onn. 100024196 100"" Portable Indoor/Outdoor 16:9 Theater Projection Screen with Detachable Legs, White",BRAND NEW,B2BMarketplace,0.008064516,0.008064516,0.008547009,0.142857143,1,$6 ,9%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Other,6.81131E+11,Onn. 100029442 Tabletop Mini-Tripod with Smartphone Cradle,BRAND NEW,B2BMarketplace,0.039215686,0.039215686,0.04432133,0.571428571,4,$12 ,30%,30%,,,
Electronics -> Cameras -> Accessories,6.81131E+11,"onn. 100029448 DSLR Carrying Lightweight Camera Backpack, Black, 13.5"" x 9.0"" x 5.2""",BRAND NEW,B2BMarketplace,0.038461538,0.038461538,0.052631579,0.142857143,1,$9 ,30%,26%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,Protect Onn iPhone 12 Pro Max,BRAND NEW,B2BMarketplace,0.00152439,0.002949853,0.002169197,0.005154639,1,$6 ,67%,46%,0.006289308,1,$6 
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,Onn. WIBCLR100044648 Gel Phone Case for iPhone 13 Pro Max / iPhone 12 Pro Max - Clear,BRAND NEW,B2BMarketplace,0.076923077,0.076923077,0.105263158,0.285714286,2,$2 ,14%,20%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,"Onn. WICCLR100069627 iPhone 13 Pro Max Slim Rugged Phone Case W/Built-in Microbial Protection, Clear",BRAND NEW,B2BMarketplace,0.163636364,0.163636364,0.1875,1.285714286,9,$9 ,8%,7%,,,
Electronics -> Cellular Phones -> Accessories -> Other,6.81131E+11,"onn. WIBGRY100069662 AirTag Rugged Holder with Carabiner, style Ring, Gray",BRAND NEW,B2BMarketplace,0.25,0.25,0.384126984,3.142857143,22,$22 ,10%,10%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIAWMF100076054 Boho Teal Phone Case for iPhone 13,BRAND NEW,B2BMarketplace,0.009803922,0.010416667,0.010526316,0.142857143,1,$1 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,Onn. WIADFL100074703 Black & White Ditsy Floral Phone Case for iPhone 13 Pro Max,BRAND NEW,B2BMarketplace,0.019417476,0.019417476,0.02919708,0.285714286,2,$2 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,onn. WIAAAL100074707 Lilac Abstract Art Phone Case for iPhone 13 Pro,BRAND NEW,B2BMarketplace,0.009803922,0.009803922,0.010526316,0.142857143,1,$1 ,8%,8%,,,
Patio & Garden -> Grills & Outdoor Cooking,6.84678E+11,Pit Boss PB1000NX Onyx Edition Austin XL 1000 Wood Pellet Grill,BRAND NEW,B2BMarketplace,0.06122449,0.086956522,0.071090047,0.5,12,$948 ,16%,16%,0.555555556,10,$790 
Patio & Garden -> Outdoor Play,6.87064E+11,Bounce Pro TR-0132BSK-16 14' Trampoline with Safety Enclosure and Basketball System,BRAND NEW,B2BMarketplace,0.014492754,0.014492754,0.029411765,0.028571429,1,$100 ,42%,37%,0.03030303,1,$100 
Home -> Heating & Cooling -> Accessories,6.89122E+11,"Blueair 100711 Blue Pure 211 Plus Air Purifier with Allergen and Odor Remover, Washable Pre-Filter Colors May Vary",BRAND NEW,B2BMarketplace,0.065714286,0.117948718,0.483105023,0.194915254,23,"$2,530 ",37%,44%,0.209090909,23,"$2,530 "
"Sports, Fitness & Outdoors -> Cycling & Bicycles",6.90996E+11,"Hyper Bicycles HYP-T24-1021 24"" Men's Havoc Mountain Bike",BRAND NEW,B2BMarketplace,0.003333333,0.008695652,0.004098361,0.028571429,1,$40 ,32%,32%,0.03030303,1,$40 
Health & Beauty -> Oral Care,6.92121E+11,"SleepRight SRNGLP Standard Select Low Profile Night Guard, No Flavor",BRAND NEW,B2BMarketplace,0.046391753,0.069767442,0.08871851,0.14516129,9,$54 ,22%,26%,0.147540984,9,$54 
Home -> Kitchen & Dining,6.932E+12,"Carote S-ICE10 Nonstick Pots and Pans Set, 8 Pcs Induction Kitchen Cookware Sets - Beige Granite",BRAND NEW,B2BMarketplace,0.018181818,0.018181818,0.2,0.02,1,$43 ,66%,61%,0.025641026,1,$43 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,MLB The Show 21 Major League Baseball (XB Series X),BRAND NEW,B2BMarketplace,0.156549521,0.379844961,0.310608021,0.415254237,49,$98 ,3%,3%,0.441441441,49,$98 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,MLB The Show 22 (Xbox One),BRAND NEW,B2BMarketplace,0.142857143,0.224806202,0.593926554,0.224806202,29,$145 ,8%,8%,0.232,29,$145 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,COKeM International MLB The Show 22 (Xbox Series X),BRAND NEW,B2BMarketplace,0.142857143,0.142857143,1.285714286,0.160714286,9,$46 ,13%,13%,0.150943396,8,$41 
Electronics -> Video Games -> Games -> Nintendo,6.96055E+11,COKEM GAMES MLB The Show 22 Standard Ed Nintendo Switch (NS),BRAND NEW,B2BMarketplace,0.1875,0.1875,0.861702128,0.290322581,9,$90 ,25%,17%,0.321428571,9,$90 
Electronics -> Video Games -> Games -> Nintendo,6.96055E+11,Nintendo Legend of Zelda: Tears of the Kingdom (Nintendo Switch),BRAND NEW,B2BMarketplace,0.035856574,0.069767442,0.102791878,0.076271186,9,$190 ,20%,31%,0.080357143,9,$190 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,MLB The Show 23 Standard Edition (Xbox One),BRAND NEW,B2BMarketplace,0.037037037,0.037037037,0.072727273,0.285714286,2,$24 ,20%,30%,,,
Electronics -> Video Games -> Games -> Nintendo,6.96055E+11,COKeM International MLB The Show 23 (Nintendo Switch),BRAND NEW,B2BMarketplace,0.077380952,,0.373893805,0.099236641,13,$247 ,32%,48%,0.104,13,$247 
Patio & Garden -> Pools & Water Fun,6.9705E+12,"Ningbo Pool Equipment 8 Pieces Pool Cleaning Kit Essential All-Season Tools.Wall Brush, Leaf Rake Leaf Skimmer Vacuum Head Vacuum Hose Floating Chlorine Dispenser Test Kit and Pole.",BRAND NEW,B2BMarketplace,0.003663004,0.003676471,0.142857143,0.003773585,1,$50 ,38%,38%,0.00390625,1,$50 
"Toys -> Boardgames, Puzzles & Building Blocks",7.00304E+11,Nickelodeon MN096-712 MONOPOLY SpongeBob SquarePants Meme Edition,BRAND NEW,B2BMarketplace,0.017191977,0.153846154,1,0.176470588,6,$60 ,28%,44%,0.1875,6,$60 
Home -> Appliances -> Small Appliances -> Coffee & Beverage Machines -> Drip Brewers / Perculators,7.00446E+11,"Ultima Cosa UC-EM002ECS Bollente Presto Espresso Machine with Coffee Grinder, Silver",BRAND NEW,B2BMarketplace,0.010416667,0.010416667,0.05,0.013157895,1,$145 ,48%,48%,0.013333333,1,$145 
Home -> Kitchen & Dining,7.00522E+11,"Fit & Fresh 21330L Funch Tote w/2 Storage Bags, Tie-Dye",BRAND NEW,B2BMarketplace,0.002232143,0.004854369,0.003484321,0.00621118,1,$6 ,40%,40%,0.00621118,1,$6 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",7.00721E+11,"FOHERE 9042 12 Cup Food Processor, 6 Functions for Chopping, Slicing, Shredding Purees & Dough",BRAND NEW,B2BMarketplace,0.016666667,0.016666667,0.142857143,0.018867925,1,$40 ,67%,67%,0.019230769,1,$40 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",7.03114E+11,"Vitamix E320 Explorian Blender, Red",BRAND NEW,B2BMarketplace,0.083333333,0.083333333,0.236842105,0.134328358,9,"$1,485 ",47%,47%,0.147540984,9,"$1,485 "
Toys -> Learning & Education -> Not Powered,7.08432E+11,LeapFrog 80-61612E LeapReader System Learn to Read 10 Book Bundle,BRAND NEW,B2BMarketplace,0.125,0.128205128,0.15625,0.714285714,5,$75 ,34%,31%,,,
Electronics -> Video Games -> Games -> Sony,7.10425E+11,2K Games Battleborn - PlayStation 4,BRAND NEW,B2BMarketplace,0.023474178,0.03875969,0.04587156,0.048076923,5,$5 ,3%,2%,0.054945055,5,$5 
Electronics -> Video Games -> Games -> Nintendo,7.10426E+11,2K Carnival Games (Nintendo Switch),BRAND NEW,B2BMarketplace,0.025,0.025,0.125,0.03125,1,$5 ,25%,17%,0.03125,1,$5 
Electronics -> Video Games -> Games -> Nintendo,7.10426E+11,2K Games Borderlands 3 Ultimate Edition (NS),BRAND NEW,B2BMarketplace,0.019607843,0.022222222,0.076923077,0.026315789,1,$15 ,25%,25%,0.03030303,1,$15 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,Rockstar Games Grand Theft Auto V: Premium Online Edition (PlayStation 4),BRAND NEW,B2BMarketplace,0.03030303,0.03125,1,0.032258065,1,$4 ,20%,7%,0.04,1,$4 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,2K NBA 2K22 Standard Edition (PlayStation 5),BRAND NEW,B2BMarketplace,0.034482759,0.034482759,0.078431373,0.0625,2,$10 ,7%,7%,0.076923077,2,$10 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,Private Division Hades (PS5),BRAND NEW,B2BMarketplace,0.022727273,0.022727273,0.166666667,0.026315789,1,$5 ,25%,17%,0.03030303,1,$5 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,Private Division Hades (PlayStation 4),BRAND NEW,B2BMarketplace,0.012048193,0.012195122,0.076923077,0.014285714,1,$4 ,20%,16%,0.016393443,1,$4 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,2K Tiny Tina's Wonderlands Standard Edition (PS4),BRAND NEW,B2BMarketplace,0.090909091,0.090909091,0.290909091,0.105263158,4,$20 ,8%,8%,0.121212121,4,$20 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,2K Tiny Tinas Wonderlands Chaotic Edition (PlayStation 4),BRAND NEW,B2BMarketplace,0.021276596,0.023255814,0.104651163,0.023255814,3,$48 ,23%,18%,0.024,3,$48 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,2K Marvel's Midnight Suns Enhanced Edition (PS5),BRAND NEW,B2BMarketplace,0.091743119,0.092592593,2.272727273,0.095238095,10,$65 ,9%,22%,0.111111111,10,$65 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,2K Games The Quarry (PlayStation 5),BRAND NEW,B2BMarketplace,0.056451613,0.056910569,0.859649123,0.059322034,7,$36 ,7%,7%,0.053571429,6,$30 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,2K NBA 2K23 (PS4),BRAND NEW,B2BMarketplace,0.166666667,0.169811321,0.405,0.428571429,9,$108 ,20%,40%,0.692307692,9,$108 
